Date,Tournament,W/L,Side,Vs_Team,Game_Length,Champion,Vs_Champion,Kills,Deaths,Assists,KDA,Spells,CS,Delta_CS,Items,Date_parsed,tournaments_played,date,blue_side_team,red_side_team,winner,blue_side_bans,red_side_bans,blue_side_picks,red_side_picks,blue_side_roster,red_side_roster,tournament_curr_total_games,tournament_curr_wins,tournament_curr_losses,tournament_curr_win_percentage,tournament_type,teams_region,teammate_role_top,teammate_role_jungle,teammate_role_mid,teammate_role_adc,teammate_role_support,enemy_role_top,enemy_role_jungle,enemy_role_mid,enemy_role_adc,enemy_role_support,bans,teammate_top_champion,teammate_jungle_champion,teammate_mid_champion,teammate_adc_champion,teammate_support_champion,opponent_top_champion,opponent_jungle_champion,opponent_mid_champion,opponent_adc_champion,opponent_support_champion,teammate_top_ign,teammate_jungle_ign,teammate_mid_ign,teammate_adc_ign,teammate_support_ign,opponent_top_ign,opponent_jungle_ign,opponent_mid_ign,opponent_adc_ign,opponent_support_ign
2021-07-31 06:02:00,"Korea,LCK 2021 Summer",Win,Red,Fredit BRION,27:34,LeBlanc,Renekton,6,0,2,8.0,"Teleport,FlashElectrocute",273,+76,",Sorcerer's Shoes,Cosmic Drive,Void Staff,Luden's Tempest,Dark Seal Oracle Lens ",2021-07-31 06:02:00,61,2021-07-31 06:02:00,Fredit BRION,T1,T1,"Ziggs,Jayce,Thresh,Neeko,Gwen","Diana,Leona,Ryze,Varus,Braum","Sett,Lillia,Renekton,Aphelios,Alistar","Gnar,Lee Sin,LeBlanc,Kalista,Gragas","Hoya,UmTi,Yaharong,Hena,Delight","Canna,Oner,Faker,Gumayusi,Keria",33,18,15,0.5455,Regular Season,Korea,Vanguard,Diver,Burst,Nimble,Vanguard,Juggernaut,Skirmisher,Diver,Glasscannon,Vanguard,"Braum,Diana,Gwen,Jayce,Leona,Neeko,Ryze,Thresh,Varus,Ziggs",Gnar,Lee Sin,LeBlanc,Kalista,Gragas,Sett,Lillia,Renekton,Aphelios,Alistar,Canna,Oner,Faker,Gumayusi,Keria,Hoya,UmTi,Yaharong,Hena,Delight
2021-07-31 08:33:00,"Korea,LCK 2021 Summer",Loss,Red,Fredit BRION,31:03,LeBlanc,Renekton,2,3,3,1.67,"Teleport,FlashElectrocute",292,+56,"Rabadon's Deathcap,Sorcerer's Shoes,,Luden's Tempest,,Cosmic Drive Oracle Lens  ",2021-07-31 08:33:00,61,2021-07-31 08:33:00,Fredit BRION,T1,Fredit BRION,"Ziggs,Jayce,Lee Sin,Thresh,Leona","Diana,Lucian,Ryze,Lissandra,Gnar","Gwen,Lillia,Renekton,Varus,Rakan","Viego,Trundle,LeBlanc,Aphelios,Braum","Hoya,UmTi,Lava,Hena,Delight","Canna,Oner,Faker,Gumayusi,Keria",34,19,15,0.5588,Regular Season,Korea,Skirmisher,Juggernaut,Burst,Glasscannon,Warden,Skirmisher,Skirmisher,Diver,Marksman,Catcher,"Diana,Gnar,Jayce,Lee Sin,Leona,Lissandra,Lucian,Ryze,Thresh,Ziggs",Viego,Trundle,LeBlanc,Aphelios,Braum,Gwen,Lillia,Renekton,Varus,Rakan,Canna,Oner,Faker,Gumayusi,Keria,Hoya,UmTi,Lava,Hena,Delight
2021-07-31 09:28:00,"Korea,LCK 2021 Summer",Win,Blue,Fredit BRION,30:30,Renekton,Sylas,4,0,3,7.0,"Teleport,FlashConqueror",290,+11,"Goredrinker,Executioner's Calling,Guardian Angel,Sterak's Gage,Kindlegem,Mercury's Treads Oracle Lens   ",2021-07-31 09:28:00,61,2021-07-31 09:28:00,T1,Fredit BRION,T1,"Lucian,Varus,Ryze,Thresh,LeBlanc","Ziggs,Jayce,Diana,Kalista,Jinx","Gnar,Nidalee,Renekton,Ashe,Braum","Gwen,Viego,Sylas,Aphelios,Rakan","Canna,Oner,Faker,Gumayusi,Keria","Hoya,UmTi,Lava,Hena,Delight",35,19,16,0.5429,Regular Season,Korea,Vanguard,Artillery,Diver,Sniper,Warden,Skirmisher,Skirmisher,Skirmisher,Glasscannon,Catcher,"Diana,Jayce,Jinx,Kalista,LeBlanc,Lucian,Ryze,Thresh,Varus,Ziggs",Gnar,Nidalee,Renekton,Ashe,Braum,Gwen,Viego,Sylas,Aphelios,Rakan,Canna,Oner,Faker,Gumayusi,Keria,Hoya,UmTi,Lava,Hena,Delight
2021-08-06 10:45:00,"Korea,LCK 2021 Summer",Win,Blue,Gen.G,36:30,Twisted Fate,Syndra,1,3,7,2.67,"Teleport,FlashUnsealed Spellbook",313,+1,"Everfrost,Rabadon's Deathcap,,Oblivion Orb,Mercury's Treads,Rapid Firecannon Oracle Lens    ",2021-08-06 10:45:00,61,2021-08-06 10:45:00,T1,Gen.G,T1,"Kalista,Wukong,Diana,Lucian,Kai'Sa","Ziggs,Renekton,Thresh,Varus,Aphelios","Jayce,Lee Sin,Twisted Fate,Ezreal,Trundle","Irelia,Rumble,Syndra,Xayah,Leona","Canna,Oner,Faker,Gumayusi,Keria","Burdol,Clid,Bdd,Ruler,Life",36,20,16,0.5556,Regular Season,Korea,Artillery,Diver,Burst,Nimble,Juggernaut,Diver,Battlemage,Burst,Nimble,Vanguard,"Aphelios,Diana,Kai'Sa,Kalista,Lucian,Renekton,Thresh,Varus,Wukong,Ziggs",Jayce,Lee Sin,Twisted Fate,Ezreal,Trundle,Irelia,Rumble,Syndra,Xayah,Leona,Canna,Oner,Faker,Gumayusi,Keria,Burdol,Clid,Bdd,Ruler,Life
2021-08-06 12:25:00,"Korea,LCK 2021 Summer",Loss,Red,Gen.G,31:08,Twisted Fate,Ryze,1,2,5,3.0,"Teleport,FlashUnsealed Spellbook",241,-46,"Everfrost,Zhonya's Hourglass,Control Ward,Rapid Firecannon,Mercury's Treads,Fiendish Codex Oracle Lens  ",2021-08-06 12:25:00,61,2021-08-06 12:25:00,Gen.G,T1,Gen.G,"Ziggs,Thresh,Jayce,Aphelios,Varus","Kalista,Renekton,Diana,Rumble,Syndra","Irelia,Xin Zhao,Ryze,Ezreal,Leona","Gnar,Lee Sin,Twisted Fate,Tristana,Karma","Burdol,Clid,Bdd,Ruler,Life","Canna,Oner,Faker,Gumayusi,Keria",37,21,16,0.5676,Regular Season,Korea,Vanguard,Diver,Burst,Glasscannon,Enchanter,Diver,Diver,Battlemage,Nimble,Vanguard,"Aphelios,Diana,Jayce,Kalista,Renekton,Rumble,Syndra,Thresh,Varus,Ziggs",Gnar,Lee Sin,Twisted Fate,Tristana,Karma,Irelia,Xin Zhao,Ryze,Ezreal,Leona,Canna,Oner,Faker,Gumayusi,Keria,Burdol,Clid,Bdd,Ruler,Life
2021-08-06 13:20:00,"Korea,LCK 2021 Summer",Win,Blue,Gen.G,30:24,Orianna,Lulu,2,0,11,13.0,"Teleport,FlashPhase Rush",246,+75,"Seraph's Embrace,Blasting Wand,,Oblivion Orb,Luden's Tempest,Ionian Boots of Lucidity Farsight Alteration   ",2021-08-06 13:20:00,61,2021-08-06 13:20:00,T1,Gen.G,T1,"Irelia,Kalista,Diana,Leona,Lucian","Ziggs,Renekton,Jayce,Ryze,Twisted Fate","Kennen,Lee Sin,Orianna,Aphelios,Thresh","Wukong,Olaf,Lulu,Ezreal,Gragas","Canna,Oner,Faker,Gumayusi,Keria","Burdol,Clid,Bdd,Ruler,Life",38,21,17,0.5526,Regular Season,Korea,Diver,Diver,Burst,Glasscannon,Catcher,Diver,Diver,Enchanter,Nimble,Vanguard,"Diana,Irelia,Jayce,Kalista,Leona,Lucian,Renekton,Ryze,Twisted Fate,Ziggs",Kennen,Lee Sin,Orianna,Aphelios,Thresh,Wukong,Olaf,Lulu,Ezreal,Gragas,Canna,Oner,Faker,Gumayusi,Keria,Burdol,Clid,Bdd,Ruler,Life
2021-08-08 11:00:00,"Korea,LCK 2021 Summer",Win,Blue,DRX,32:48,Renekton,Ryze,0,3,6,2.0,"Teleport,FlashConqueror",239,-43,"Goredrinker,Broken Stopwatch,,Sterak's Gage,Mercury's Treads,Cloth Armor Oracle Lens    ",2021-08-08 11:00:00,61,2021-08-08 11:00:00,T1,DRX,T1,"Irelia,Xin Zhao,Diana,Lee Sin,Kindred","Lucian,Ziggs,Varus,Nautilus,Ezreal","Jayce,Nidalee,Renekton,Jinx,Braum","Ornn,Viego,Ryze,Aphelios,Thresh","Canna,Oner,Faker,Gumayusi,Keria","Kingen,Pyosik,Jett,Taeyoon,Jun (Yoon Se-jun)",39,22,17,0.5641,Regular Season,Korea,Artillery,Artillery,Diver,Glasscannon,Warden,Vanguard,Skirmisher,Battlemage,Glasscannon,Catcher,"Diana,Ezreal,Irelia,Kindred,Lee Sin,Lucian,Nautilus,Varus,Xin Zhao,Ziggs",Jayce,Nidalee,Renekton,Jinx,Braum,Ornn,Viego,Ryze,Aphelios,Thresh,Canna,Oner,Faker,Gumayusi,Keria,Kingen,Pyosik,Jett,Taeyoon,Jun (Yoon Se-jun)
2021-08-08 11:37:00,"Korea,LCK 2021 Summer",Win,Red,DRX,37:20,Ryze,Lee Sin,1,2,4,2.5,"Teleport,FlashConqueror",382,+91,"Everfrost,Zhonya's Hourglass,Control Ward,Plated Steelcaps,Seraph's Embrace,Rabadon's Deathcap Farsight Alteration  ",2021-08-08 11:37:00,61,2021-08-08 11:37:00,DRX,T1,T1,"Lucian,Ziggs,Jayce,Varus,Jinx","Renekton,Diana,Irelia,Kennen,LeBlanc","Gangplank,Nidalee,Lee Sin,Aphelios,Thresh","Gnar,Viego,Ryze,Ezreal,Trundle","Kingen,Pyosik,Jett,Taeyoon,Jun (Yoon Se-jun)","Canna,Oner,Faker,Gumayusi,Keria",40,23,17,0.575,Regular Season,Korea,Vanguard,Skirmisher,Battlemage,Nimble,Juggernaut,Diver,Artillery,Diver,Glasscannon,Catcher,"Diana,Irelia,Jayce,Jinx,Kennen,LeBlanc,Lucian,Renekton,Varus,Ziggs",Gnar,Viego,Ryze,Ezreal,Trundle,Gangplank,Nidalee,Lee Sin,Aphelios,Thresh,Canna,Oner,Faker,Gumayusi,Keria,Kingen,Pyosik,Jett,Taeyoon,Jun (Yoon Se-jun)
2021-08-15 06:54:00,"Korea,LCK 2021 Summer",Loss,Red,Hanwha Life Esports,37:53,Lissandra,LeBlanc,0,4,3,0.75,"Teleport,FlashAftershock",268,-89,"Everfrost,Zhonya's Hourglass,Corrupting Potion,Oblivion Orb,Needlessly Large Rod,Sorcerer's Shoes Oracle Lens   ",2021-08-15 06:54:00,61,2021-08-15 06:54:00,Hanwha Life Esports,T1,Hanwha Life Esports,"Ryze,Irelia,Jayce,Syndra,Kennen","Lucian,Renekton,Diana,Thresh,Ziggs","Camille,Lee Sin,LeBlanc,Ashe,Lulu","Gnar,Viego,Lissandra,Ezreal,Trundle","Morgan,Willer,Chovy,Deft,Vsta","Canna,Oner,Faker,Gumayusi,Keria",41,24,17,0.5854,Regular Season,Korea,Vanguard,Skirmisher,Burst,Nimble,Juggernaut,Diver,Diver,Burst,Sniper,Enchanter,"Diana,Irelia,Jayce,Kennen,Lucian,Renekton,Ryze,Syndra,Thresh,Ziggs",Gnar,Viego,Lissandra,Ezreal,Trundle,Camille,Lee Sin,LeBlanc,Ashe,Lulu,Canna,Oner,Faker,Gumayusi,Keria,Morgan,Willer,Chovy,Deft,Vsta
2021-08-15 08:44:00,"Korea,LCK 2021 Summer",Loss,Blue,Hanwha Life Esports,36:40,Renekton,Sett,1,4,1,0.5,"Teleport,FlashConqueror",260,-28,"Goredrinker,Sterak's Gage,Broken Stopwatch,Plated Steelcaps,Chain Vest,Null-Magic Mantle Oracle Lens    ",2021-08-15 08:44:00,61,2021-08-15 08:44:00,T1,Hanwha Life Esports,Hanwha Life Esports,"Lucian,Irelia,Diana,Ezreal,Ziggs","Ryze,Jayce,Lee Sin,Aphelios,Trundle","Kennen,Graves,Renekton,Jhin,Leona","Camille,Nidalee,Sett,Varus,Tahm Kench","Canna,Oner,Faker,Gumayusi,Keria","Morgan,Willer,Chovy,Deft,Vsta",42,24,18,0.5714,Regular Season,Korea,Diver,Skirmisher,Diver,Sniper,Vanguard,Diver,Artillery,Juggernaut,Marksman,Warden,"Aphelios,Diana,Ezreal,Irelia,Jayce,Lee Sin,Lucian,Ryze,Trundle,Ziggs",Kennen,Graves,Renekton,Jhin,Leona,Camille,Nidalee,Sett,Varus,Tahm Kench,Canna,Oner,Faker,Gumayusi,Keria,Morgan,Willer,Chovy,Deft,Vsta
2021-08-19 06:20:00,"Korea,LCK 2021 Summer Playoffs",Win,Blue,Liiv SANDBOX,26:44,Azir,Lucian,5,1,8,13.0,"Teleport,FlashArcane Comet",234,+31,"Corrupting Potion,Zhonya's Hourglass,Void Staff,Luden's Tempest,Needlessly Large Rod,Sorcerer's Shoes Farsight Alteration   ",2021-08-19 06:20:00,61,2021-08-19 06:20:00,T1,Liiv SANDBOX,T1,"Irelia,Renekton,Rumble,Ezreal,Thresh","Jayce,Lee Sin,Ryze,Aphelios,Varus","Kennen,Viego,Azir,Ashe,Leona","Gnar,Diana,Lucian,Kalista,Alistar","Canna,Oner,Faker,Teddy,Keria","Summit,Croco,FATE (Yoo Su-hyeok),Prince (Lee Chae-hwan),Effort",43,24,19,0.5581,Playoffs,Korea,Diver,Skirmisher,Battlemage,Sniper,Vanguard,Vanguard,Diver,Nimble,Nimble,Vanguard,"Aphelios,Ezreal,Irelia,Jayce,Lee Sin,Renekton,Rumble,Ryze,Thresh,Varus",Kennen,Viego,Azir,Ashe,Leona,Gnar,Diana,Lucian,Kalista,Alistar,Canna,Oner,Faker,Teddy,Keria,Summit,Croco,FATE (Yoo Su-hyeok),Prince (Lee Chae-hwan),Effort
2021-08-19 08:41:00,"Korea,LCK 2021 Summer Playoffs",Win,Red,Liiv SANDBOX,48:26,LeBlanc,Sett,8,1,6,14.0,"Teleport,FlashElectrocute",354,+59,"Zhonya's Hourglass,Void Staff,Rabadon's Deathcap,Luden's Tempest,Sorcerer's Shoes,Cosmic Drive Oracle Lens  ",2021-08-19 08:41:00,62,2021-08-19 08:41:00,Liiv SANDBOX,T1,T1,"Jayce,Azir,Leona,Ashe,Tahm Kench","Lee Sin,Renekton,Ryze,Varus,Kalista","Gnar,Diana,Sett,Jinx,Thresh","Kennen,Viego,LeBlanc,Aphelios,Braum","Summit,Croco,FATE (Yoo Su-hyeok),Prince (Lee Chae-hwan),Effort","Canna,Oner,Faker,Teddy,Keria",0,0,0,0.0,Playoffs,Korea,Diver,Skirmisher,Burst,Glasscannon,Warden,Vanguard,Diver,Juggernaut,Glasscannon,Catcher,"Ashe,Azir,Jayce,Kalista,Lee Sin,Leona,Renekton,Ryze,Tahm Kench,Varus",Kennen,Viego,LeBlanc,Aphelios,Braum,Gnar,Diana,Sett,Jinx,Thresh,Canna,Oner,Faker,Teddy,Keria,Summit,Croco,FATE (Yoo Su-hyeok),Prince (Lee Chae-hwan),Effort
2021-08-19 09:55:00,"Korea,LCK 2021 Summer Playoffs",Win,Red,Liiv SANDBOX,36:35,Orianna,Sylas,1,2,6,3.5,"Teleport,FlashPhase Rush",349,+18,"Rabadon's Deathcap,Luden's Tempest,Control Ward,Seraph's Embrace,Fiendish Codex,Ionian Boots of Lucidity Farsight Alteration    ",2021-08-19 09:55:00,62,2021-08-19 09:55:00,Liiv SANDBOX,T1,T1,"Jayce,Azir,LeBlanc,Sett,Lucian","Renekton,Lee Sin,Ryze,Diana,Irelia","Kennen,Viego,Sylas,Aphelios,Thresh","Gnar,Nidalee,Orianna,Varus,Leona","Summit,Croco,FATE (Yoo Su-hyeok),Prince (Lee Chae-hwan),Effort","Canna,Oner,Faker,Teddy,Keria",1,1,0,1.0,Playoffs,Korea,Vanguard,Artillery,Burst,Marksman,Vanguard,Diver,Skirmisher,Skirmisher,Glasscannon,Catcher,"Azir,Diana,Irelia,Jayce,LeBlanc,Lee Sin,Lucian,Renekton,Ryze,Sett",Gnar,Nidalee,Orianna,Varus,Leona,Kennen,Viego,Sylas,Aphelios,Thresh,Canna,Oner,Faker,Teddy,Keria,Summit,Croco,FATE (Yoo Su-hyeok),Prince (Lee Chae-hwan),Effort
2021-08-22 08:08:00,"Korea,LCK 2021 Summer Playoffs",Loss,Red,Gen.G,32:11,Irelia,Azir,2,5,0,0.4,"Teleport,FlashConqueror",275,-14,"Goredrinker,Corrupting Potion,Aegis of the Legion,Sterak's Gage,Mercury's Treads,Null-Magic Mantle Farsight Alteration  ",2021-08-22 08:08:00,62,2021-08-22 08:08:00,Gen.G,T1,Gen.G,"Viego,Jayce,Twisted Fate,Braum,Trundle","Kalista,Ashe,Leona,Ryze,Ornn","Kennen,Lee Sin,Azir,Aphelios,Thresh","Renekton,Nidalee,Irelia,Varus,Rell","Rascal,Clid,Bdd,Ruler,Life","Canna,Oner,Faker,Teddy,Keria",2,2,0,1.0,Playoffs,Korea,Diver,Artillery,Diver,Marksman,Vanguard,Diver,Diver,Battlemage,Glasscannon,Catcher,"Ashe,Braum,Jayce,Kalista,Leona,Ornn,Ryze,Trundle,Twisted Fate,Viego",Renekton,Nidalee,Irelia,Varus,Rell,Kennen,Lee Sin,Azir,Aphelios,Thresh,Canna,Oner,Faker,Teddy,Keria,Rascal,Clid,Bdd,Ruler,Life
2021-08-22 08:48:00,"Korea,LCK 2021 Summer Playoffs",Win,Blue,Gen.G,36:43,Ryze,Zoe,1,2,5,3.0,"Teleport,FlashPhase Rush",353,+55,"Everfrost,Zhonya's Hourglass,,Banshee's Veil,Seraph's Embrace,Ionian Boots of Lucidity Farsight Alteration  ",2021-08-22 08:48:00,62,2021-08-22 08:48:00,T1,Gen.G,T1,"Irelia,Azir,Renekton,Syndra,Orianna","Jayce,Viego,Lee Sin,Gnar,Kennen","Gwen,Xin Zhao,Ryze,Ashe,Leona","Sett,Jarvan IV,Zoe,Aphelios,Thresh","Canna,Oner,Faker,Teddy,Keria","Rascal,Clid,Bdd,Ruler,Life",3,2,1,0.6667,Playoffs,Korea,Skirmisher,Diver,Battlemage,Sniper,Vanguard,Juggernaut,Diver,Burst,Glasscannon,Catcher,"Azir,Gnar,Irelia,Jayce,Kennen,Lee Sin,Orianna,Renekton,Syndra,Viego",Gwen,Xin Zhao,Ryze,Ashe,Leona,Sett,Jarvan IV,Zoe,Aphelios,Thresh,Canna,Oner,Faker,Teddy,Keria,Rascal,Clid,Bdd,Ruler,Life
2021-08-22 09:48:00,"Korea,LCK 2021 Summer Playoffs",Win,Blue,Gen.G,51:10,Ryze,Syndra,5,1,6,11.0,"Teleport,FlashPhase Rush",442,+89,"Everfrost,Zhonya's Hourglass,Morellonomicon,Seraph's Embrace,Mercury's Treads,Rabadon's Deathcap Farsight Alteration    ",2021-08-22 09:48:00,62,2021-08-22 09:48:00,T1,Gen.G,T1,"Irelia,Azir,Renekton,Kennen,Xin Zhao","Jayce,Viego,Lee Sin,Leona,Kalista","Gnar,Nidalee,Ryze,Jinx,Braum","Camille,Jarvan IV,Syndra,Aphelios,Thresh","Canna,Oner,Faker,Teddy,Keria","Rascal,Clid,Bdd,Ruler,Life",4,3,1,0.75,Playoffs,Korea,Vanguard,Artillery,Battlemage,Glasscannon,Warden,Diver,Diver,Burst,Glasscannon,Catcher,"Azir,Irelia,Jayce,Kalista,Kennen,Lee Sin,Leona,Renekton,Viego,Xin Zhao",Gnar,Nidalee,Ryze,Jinx,Braum,Camille,Jarvan IV,Syndra,Aphelios,Thresh,Canna,Oner,Faker,Teddy,Keria,Rascal,Clid,Bdd,Ruler,Life
2021-08-22 11:01:00,"Korea,LCK 2021 Summer Playoffs",Win,Red,Gen.G,39:25,Ryze,Yasuo,6,3,8,4.67,"Teleport,FlashPhase Rush",354,+48,"Everfrost,Zhonya's Hourglass,Control Ward,Rabadon's Deathcap,Plated Steelcaps,Seraph's Embrace Farsight Alteration  ",2021-08-22 11:01:00,62,2021-08-22 11:01:00,Gen.G,T1,T1,"Jayce,Viego,Twisted Fate,Kalista,Varus","Renekton,Lee Sin,Irelia,Aphelios,Ashe","Camille,Diana,Yasuo,Xayah,Rakan","Kennen,Olaf,Ryze,Ezreal,Alistar","Rascal,Clid,Bdd,Ruler,Life","Canna,Oner,Faker,Teddy,Keria",5,4,1,0.8,Playoffs,Korea,Diver,Diver,Battlemage,Nimble,Vanguard,Diver,Diver,Skirmisher,Nimble,Catcher,"Aphelios,Ashe,Irelia,Jayce,Kalista,Lee Sin,Renekton,Twisted Fate,Varus,Viego",Kennen,Olaf,Ryze,Ezreal,Alistar,Camille,Diana,Yasuo,Xayah,Rakan,Canna,Oner,Faker,Teddy,Keria,Rascal,Clid,Bdd,Ruler,Life
2021-08-28 08:31:00,"Korea,LCK 2021 Summer Playoffs",Loss,Red,DWG KIA,39:40,Azir,Ryze,1,5,10,2.2,"Teleport,FlashArcane Comet",329,-15,"Zhonya's Hourglass,Void Staff,Control Ward,Rabadon's Deathcap,Mercury's Treads,Luden's Tempest Farsight Alteration  ",2021-08-28 08:31:00,62,2021-08-28 08:31:00,DWG KIA,T1,DWG KIA,"Irelia,Aphelios,Renekton,Kalista,Gragas","Lee Sin,Jayce,Ziggs,Xin Zhao,Tahm Kench","Camille,Trundle,Ryze,Ashe,Braum","Gwen,Viego,Azir,Ezreal,Leona","Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL","Canna,Oner,Faker,Teddy,Keria",6,5,1,0.8333,Playoffs,Korea,Skirmisher,Skirmisher,Battlemage,Nimble,Vanguard,Diver,Juggernaut,Battlemage,Sniper,Warden,"Aphelios,Gragas,Irelia,Jayce,Kalista,Lee Sin,Renekton,Tahm Kench,Xin Zhao,Ziggs",Gwen,Viego,Azir,Ezreal,Leona,Camille,Trundle,Ryze,Ashe,Braum,Canna,Oner,Faker,Teddy,Keria,Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL
2021-08-28 09:45:00,"Korea,LCK 2021 Summer Playoffs",Loss,Red,DWG KIA,34:36,LeBlanc,Kassadin,3,4,0,0.75,"Teleport,FlashElectrocute",267,+8,"Void Staff,Luden's Tempest,,Sorcerer's Shoes,Dark Seal,Rabadon's Deathcap Oracle Lens   ",2021-08-28 09:45:00,62,2021-08-28 09:45:00,DWG KIA,T1,DWG KIA,"Aphelios,Renekton,Azir,Ezreal,Kalista","Lee Sin,Jayce,Ryze,Xin Zhao,Twisted Fate","Camille,Olaf,Kassadin,Ziggs,Leona","Gwen,Viego,LeBlanc,Vayne,Trundle","Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL","Canna,Oner,Faker,Teddy,Keria",7,5,2,0.7143,Playoffs,Korea,Skirmisher,Skirmisher,Burst,Glasscannon,Juggernaut,Diver,Diver,Assassin,Artillery,Vanguard,"Aphelios,Azir,Ezreal,Jayce,Kalista,Lee Sin,Renekton,Ryze,Twisted Fate,Xin Zhao",Gwen,Viego,LeBlanc,Vayne,Trundle,Camille,Olaf,Kassadin,Ziggs,Leona,Canna,Oner,Faker,Teddy,Keria,Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL
2021-08-28 10:19:00,"Korea,LCK 2021 Summer Playoffs",Win,Blue,DWG KIA,21:07,Azir,Kassadin,2,2,6,4.0,"Teleport,FlashLethal Tempo",176,+24,"Zhonya's Hourglass,Doran's Ring,Control Ward,Liandry's Anguish,,Sorcerer's Shoes Farsight Alteration    ",2021-08-28 10:19:00,62,2021-08-28 10:19:00,T1,DWG KIA,T1,"Camille,Ziggs,Ryze,Ashe,Tahm Kench","Lee Sin,Aphelios,Jayce,Ezreal,Thresh","Kennen,Viego,Azir,Jinx,Braum","Renekton,Diana,Kassadin,Kalista,Rell","Canna,Oner,Faker,Gumayusi,Keria","Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL",8,5,3,0.625,Playoffs,Korea,Diver,Skirmisher,Battlemage,Glasscannon,Warden,Diver,Diver,Assassin,Nimble,Vanguard,"Aphelios,Ashe,Camille,Ezreal,Jayce,Lee Sin,Ryze,Tahm Kench,Thresh,Ziggs",Kennen,Viego,Azir,Jinx,Braum,Renekton,Diana,Kassadin,Kalista,Rell,Canna,Oner,Faker,Gumayusi,Keria,Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL
2021-08-28 11:09:00,"Korea,LCK 2021 Summer Playoffs",Loss,Blue,DWG KIA,37:16,Ryze,LeBlanc,2,5,4,1.2,"Teleport,FlashPhase Rush",356,+73,"Everfrost,Zhonya's Hourglass,Control Ward,Seraph's Embrace,Void Staff,Mercury's Treads Farsight Alteration  ",2021-08-28 11:09:00,62,2021-08-28 11:09:00,T1,DWG KIA,DWG KIA,"Camille,Ziggs,Diana,Twisted Fate,Leona","Lee Sin,Aphelios,Irelia,Ezreal,Kalista","Gragas,Viego,Ryze,Varus,Braum","Jayce,Trundle,LeBlanc,Ashe,Seraphine","Canna,Oner,Faker,Gumayusi,Keria","Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL",9,6,3,0.6667,Playoffs,Korea,Vanguard,Skirmisher,Battlemage,Marksman,Warden,Artillery,Juggernaut,Burst,Sniper,Enchanter,"Aphelios,Camille,Diana,Ezreal,Irelia,Kalista,Lee Sin,Leona,Twisted Fate,Ziggs",Gragas,Viego,Ryze,Varus,Braum,Jayce,Trundle,LeBlanc,Ashe,Seraphine,Canna,Oner,Faker,Gumayusi,Keria,Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL
2021-09-02 07:52:00,"Korea,LCK 2021 Regional Finals",Win,Blue,Hanwha Life Esports,36:48,Kassadin,Azir,7,0,5,12.0,"Teleport,FlashFleet Footwork",307,-67,"Everfrost,Zhonya's Hourglass,Control Ward,Banshee's Veil,Seraph's Embrace,Ionian Boots of Lucidity Farsight Alteration  ",2021-09-02 07:52:00,62,2021-09-02 07:52:00,T1,Hanwha Life Esports,T1,"Renekton,Camille,LeBlanc,Leona,Braum","Ryze,Jayce,Viego,Kalista,Ashe","Kennen,Lee Sin,Kassadin,Aphelios,Thresh","Gnar,Xin Zhao,Azir,Varus,Karma","Canna,Oner,Faker,Gumayusi,Keria","Morgan,Willer,Chovy,Deft,Vsta",10,6,4,0.6,Gauntlet,Korea,Diver,Diver,Assassin,Glasscannon,Catcher,Vanguard,Diver,Battlemage,Marksman,Enchanter,"Ashe,Braum,Camille,Jayce,Kalista,LeBlanc,Leona,Renekton,Ryze,Viego",Kennen,Lee Sin,Kassadin,Aphelios,Thresh,Gnar,Xin Zhao,Azir,Varus,Karma,Canna,Oner,Faker,Gumayusi,Keria,Morgan,Willer,Chovy,Deft,Vsta
2021-09-02 08:41:00,"Korea,LCK 2021 Regional Finals",Win,Blue,Hanwha Life Esports,33:54,Azir,Orianna,2,3,6,2.67,"Teleport,FlashLethal Tempo",315,+21,"Zhonya's Hourglass,Luden's Tempest,Needlessly Large Rod,Sorcerer's Shoes,Dark Seal,Void Staff Farsight Alteration   ",2021-09-02 08:41:00,63,2021-09-02 08:41:00,T1,Hanwha Life Esports,T1,"LeBlanc,Camille,Renekton,Varus,Leona","Ryze,Jayce,Lee Sin,Kalista,Ashe","Kennen,Xin Zhao,Azir,Jinx,Braum","Gnar,Viego,Orianna,Aphelios,Zilean","Canna,Oner,Faker,Gumayusi,Keria","Morgan,Willer,Chovy,Deft,Vsta",0,0,0,0.0,Gauntlet,Korea,Diver,Diver,Battlemage,Glasscannon,Warden,Vanguard,Skirmisher,Burst,Glasscannon,Enchanter,"Ashe,Camille,Jayce,Kalista,LeBlanc,Lee Sin,Leona,Renekton,Ryze,Varus",Kennen,Xin Zhao,Azir,Jinx,Braum,Gnar,Viego,Orianna,Aphelios,Zilean,Canna,Oner,Faker,Gumayusi,Keria,Morgan,Willer,Chovy,Deft,Vsta
